Timestamp,Machine_ID,Temperature_C,Vibration_mm_s,Courant_A
2024-03-09 12:00:00,PMP-042,55.1,3.23,10.2
2024-03-09 13:00:00,PMP-042,53.3,3.29,9.8
2024-03-09 14:00:00,PMP-042,52.3,3.37,10.8
2024-03-09 15:00:00,PMP-042,55.7,3.33,10.4
2024-03-09 16:00:00,PMP-042,52.2,2.75,10.5
2024-03-09 17:00:00,PMP-042,51.4,3.92,10.6
2024-03-09 18:00:00,PMP-042,54.5,3.6,10.4
2024-03-09 19:00:00,PMP-042,50.7,3.12,9.8
2024-03-09 20:00:00,PMP-042,50.7,2.95,10.5
2024-03-09 21:00:00,PMP-042,54.1,2.91,11.3
2024-03-09 22:00:00,PMP-042,52.5,2.84,10.5
2024-03-09 23:00:00,PMP-042,56.4,3.28,9.9
2024-03-10 00:00:00,PMP-042,51.5,3.22,10.4
2024-03-10 01:00:00,PMP-042,57.4,2.76,10.6
2024-03-10 02:00:00,PMP-042,55.9,2.93,10.7
2024-03-10 03:00:00,PMP-042,54.9,2.96,9.7
2024-03-10 04:00:00,PMP-042,59.5,3.74,10.7
2024-03-10 05:00:00,PMP-042,58.8,3.1,10.2
2024-03-10 06:00:00,PMP-042,55.0,3.18,10.7
2024-03-10 07:00:00,PMP-042,60.9,2.99,10.7
2024-03-10 08:00:00,PMP-042,55.9,3.86,11.3
2024-03-10 09:00:00,PMP-042,60.7,3.67,10.3
2024-03-10 10:00:00,PMP-042,55.2,3.66,10.7
2024-03-10 11:00:00,PMP-042,56.1,2.77,10.7
2024-03-10 12:00:00,PMP-042,55.2,3.46,10.2
2024-03-10 13:00:00,PMP-042,50.0,3.9,11.3
2024-03-10 14:00:00,PMP-042,51.7,3.48,10.4
2024-03-10 15:00:00,PMP-042,53.3,3.17,10.6
2024-03-10 16:00:00,PMP-042,53.3,3.1,9.9
2024-03-10 17:00:00,PMP-042,48.8,3.48,11.0
2024-03-10 18:00:00,PMP-042,52.6,2.7,9.7
2024-03-10 19:00:00,PMP-042,54.0,3.32,10.4
2024-03-10 20:00:00,PMP-042,51.2,3.79,10.7
2024-03-10 21:00:00,PMP-042,53.0,3.02,10.2
2024-03-10 22:00:00,PMP-042,54.6,3.38,10.4
2024-03-10 23:00:00,PMP-042,54.8,3.04,11.1
2024-03-11 00:00:00,PMP-042,57.7,3.53,10.6
2024-03-11 01:00:00,PMP-042,55.2,3.58,10.4
2024-03-11 02:00:00,PMP-042,53.9,2.34,11.0
2024-03-11 03:00:00,PMP-042,55.7,3.08,10.8
2024-03-11 04:00:00,PMP-042,56.4,3.14,10.0
2024-03-11 05:00:00,PMP-042,58.3,3.33,11.3
2024-03-11 06:00:00,PMP-042,58.4,3.22,10.9
2024-03-11 07:00:00,PMP-042,58.9,2.76,10.7
2024-03-11 08:00:00,PMP-042,59.7,3.34,10.3
2024-03-11 09:00:00,PMP-042,60.0,3.07,10.8
2024-03-11 10:00:00,PMP-042,55.9,3.71,10.9
2024-03-11 11:00:00,PMP-042,55.1,2.57,10.9
2024-03-11 12:00:00,PMP-042,52.7,3.0,11.1
2024-03-11 13:00:00,PMP-042,53.7,2.97,9.3
2024-03-11 14:00:00,PMP-042,53.8,3.42,11.1
2024-03-11 15:00:00,PMP-042,56.4,3.55,10.1
2024-03-11 16:00:00,PMP-042,53.1,3.06,10.1
2024-03-11 17:00:00,PMP-042,53.6,3.18,10.4
2024-03-11 18:00:00,PMP-042,51.6,2.96,11.3
2024-03-11 19:00:00,PMP-042,51.9,3.03,10.9
2024-03-11 20:00:00,PMP-042,53.6,2.94,11.0
2024-03-11 21:00:00,PMP-042,50.1,2.51,9.9
2024-03-11 22:00:00,PMP-042,53.7,2.97,9.6
2024-03-11 23:00:00,PMP-042,51.4,3.56,10.9
2024-03-12 00:00:00,PMP-042,54.7,3.3,10.5
2024-03-12 01:00:00,PMP-042,52.4,2.86,11.1
2024-03-12 02:00:00,PMP-042,54.5,2.92,10.9
2024-03-12 03:00:00,PMP-042,56.2,3.49,11.4
2024-03-12 04:00:00,PMP-042,57.9,2.84,10.7
2024-03-12 05:00:00,PMP-042,59.6,3.21,11.1
2024-03-12 06:00:00,PMP-042,56.4,2.91,10.4
2024-03-12 07:00:00,PMP-042,57.9,3.12,10.8
2024-03-12 08:00:00,PMP-042,56.3,3.43,10.0
2024-03-12 09:00:00,PMP-042,57.6,2.85,10.4
2024-03-12 10:00:00,PMP-042,54.8,3.43,10.6
2024-03-12 11:00:00,PMP-042,58.3,3.3,10.6
2024-03-12 12:00:00,PMP-042,55.7,3.45,10.8
2024-03-12 13:00:00,PMP-042,55.9,3.79,10.6
2024-03-12 14:00:00,PMP-042,51.3,3.69,10.5
2024-03-12 15:00:00,PMP-042,51.6,2.79,10.5
2024-03-12 16:00:00,PMP-042,53.4,2.93,10.3
2024-03-12 17:00:00,PMP-042,49.7,2.8,9.9
2024-03-12 18:00:00,PMP-042,50.6,3.22,10.2
2024-03-12 19:00:00,PMP-042,53.9,3.13,10.0
2024-03-12 20:00:00,PMP-042,51.1,3.38,10.1
2024-03-12 21:00:00,PMP-042,55.7,3.33,11.3
2024-03-12 22:00:00,PMP-042,54.7,3.19,10.3
2024-03-12 23:00:00,PMP-042,52.6,3.24,11.0
2024-03-13 00:00:00,PMP-042,55.7,3.47,10.2
2024-03-13 01:00:00,PMP-042,55.9,2.75,10.2
2024-03-13 02:00:00,PMP-042,54.2,3.16,10.9
2024-03-13 03:00:00,PMP-042,56.6,3.27,10.7
2024-03-13 04:00:00,PMP-042,60.1,3.63,11.1
2024-03-13 05:00:00,PMP-042,60.6,3.55,11.4
2024-03-13 06:00:00,PMP-042,56.7,3.31,11.3
2024-03-13 07:00:00,PMP-042,56.4,3.64,10.7
2024-03-13 08:00:00,PMP-042,58.3,3.89,10.7
2024-03-13 09:00:00,PMP-042,55.7,2.54,10.7
2024-03-13 10:00:00,PMP-042,55.7,3.11,10.0
2024-03-13 11:00:00,PMP-042,58.6,3.48,10.7
2024-03-13 12:00:00,PMP-042,57.3,3.35,10.6
2024-03-13 13:00:00,PMP-042,53.7,3.57,10.4
2024-03-13 14:00:00,PMP-042,52.6,3.16,10.3
2024-03-13 15:00:00,PMP-042,55.5,3.48,9.7
2024-03-13 16:00:00,PMP-042,52.5,3.08,10.1
2024-03-13 17:00:00,PMP-042,51.2,3.14,10.5
2024-03-13 18:00:00,PMP-042,51.9,2.81,9.7
2024-03-13 19:00:00,PMP-042,51.1,3.51,9.9
2024-03-13 20:00:00,PMP-042,50.7,2.61,10.7
2024-03-13 21:00:00,PMP-042,49.8,3.16,11.2
2024-03-13 22:00:00,PMP-042,55.0,3.5,10.7
2024-03-13 23:00:00,PMP-042,54.4,3.42,9.7
2024-03-14 00:00:00,PMP-042,57.2,2.53,10.5
2024-03-14 01:00:00,PMP-042,57.5,3.6,10.0
2024-03-14 02:00:00,PMP-042,59.4,2.76,11.3
2024-03-14 03:00:00,PMP-042,56.5,2.96,10.9
2024-03-14 04:00:00,PMP-042,57.3,3.58,11.0
2024-03-14 05:00:00,PMP-042,56.3,3.11,11.9
2024-03-14 06:00:00,PMP-042,56.8,3.18,12.0
2024-03-14 07:00:00,PMP-042,57.0,3.6,11.3
2024-03-14 08:00:00,PMP-042,60.8,2.93,11.3
2024-03-14 09:00:00,PMP-042,58.1,3.01,10.4
2024-03-14 10:00:00,PMP-042,55.0,3.51,9.8
2024-03-14 11:00:00,PMP-042,52.4,3.46,10.7
2024-03-14 12:00:00,PMP-042,54.1,2.59,10.7
2024-03-14 13:00:00,PMP-042,52.2,2.9,10.8
2024-03-14 14:00:00,PMP-042,53.0,3.08,10.3
2024-03-14 15:00:00,PMP-042,52.0,3.32,10.7
2024-03-14 16:00:00,PMP-042,52.3,2.68,10.4
2024-03-14 17:00:00,PMP-042,53.0,3.23,10.8
2024-03-14 18:00:00,PMP-042,52.1,2.99,11.4
2024-03-14 19:00:00,PMP-042,55.4,3.75,9.9
2024-03-14 20:00:00,PMP-042,51.0,3.14,10.1
2024-03-14 21:00:00,PMP-042,53.4,3.56,10.6
2024-03-14 22:00:00,PMP-042,52.1,3.01,10.9
2024-03-14 23:00:00,PMP-042,53.2,3.15,11.1
2024-03-15 00:00:00,PMP-042,56.4,3.0,11.0
2024-03-15 01:00:00,PMP-042,55.4,2.96,11.1
2024-03-15 02:00:00,PMP-042,56.1,3.34,10.9
2024-03-15 03:00:00,PMP-042,55.9,3.13,10.7
2024-03-15 04:00:00,PMP-042,55.6,3.3,10.8
2024-03-15 05:00:00,PMP-042,57.3,3.12,11.2
2024-03-15 06:00:00,PMP-042,56.7,3.37,9.8
2024-03-15 07:00:00,PMP-042,57.8,3.48,11.0
2024-03-15 08:00:00,PMP-042,61.0,2.76,10.6
2024-03-15 09:00:00,PMP-042,54.5,3.08,10.4
2024-03-15 10:00:00,PMP-042,57.6,3.17,11.5
2024-03-15 11:00:00,PMP-042,59.0,2.75,10.8
2024-03-15 12:00:00,PMP-042,52.5,2.81,10.6
2024-03-15 13:00:00,PMP-042,55.7,3.36,10.2
2024-03-15 14:00:00,PMP-042,52.1,3.3,10.7
2024-03-15 15:00:00,PMP-042,50.2,3.41,9.8
2024-03-15 16:00:00,PMP-042,51.4,3.48,10.4
2024-03-15 17:00:00,PMP-042,53.7,3.4,9.8
2024-03-15 18:00:00,PMP-042,52.9,3.45,10.6
2024-03-15 19:00:00,PMP-042,54.3,3.7,10.6
2024-03-15 20:00:00,PMP-042,51.2,3.15,10.7
2024-03-15 21:00:00,PMP-042,55.5,2.8,9.8
2024-03-15 22:00:00,PMP-042,50.8,2.81,10.2
2024-03-15 23:00:00,PMP-042,54.8,3.42,11.5
2024-03-16 00:00:00,PMP-042,54.6,3.59,10.9
2024-03-16 01:00:00,PMP-042,55.1,3.46,11.3
2024-03-16 02:00:00,PMP-042,57.2,2.87,9.8
2024-03-16 03:00:00,PMP-042,59.2,3.16,11.2
2024-03-16 04:00:00,PMP-042,56.9,3.81,10.7
2024-03-16 05:00:00,PMP-042,56.2,3.43,10.9
2024-03-16 06:00:00,PMP-042,58.2,3.62,12.1
2024-03-16 07:00:00,PMP-042,59.2,2.82,11.1
2024-03-16 08:00:00,PMP-042,60.6,3.25,10.4
2024-03-16 09:00:00,PMP-042,58.5,3.65,11.0
2024-03-16 10:00:00,PMP-042,55.1,3.35,9.9
2024-03-16 11:00:00,PMP-042,53.3,3.15,10.3
2024-03-16 12:00:00,PMP-042,52.2,3.21,10.5
2024-03-16 13:00:00,PMP-042,54.6,3.87,11.6
2024-03-16 14:00:00,PMP-042,51.9,2.85,10.8
2024-03-16 15:00:00,PMP-042,53.5,3.04,10.7
2024-03-16 16:00:00,PMP-042,50.8,3.35,10.4
2024-03-16 17:00:00,PMP-042,53.4,3.63,10.7
2024-03-16 18:00:00,PMP-042,50.8,3.27,10.5
2024-03-16 19:00:00,PMP-042,53.7,3.75,10.8
2024-03-16 20:00:00,PMP-042,52.8,2.82,10.7
2024-03-16 21:00:00,PMP-042,53.9,3.49,10.6
2024-03-16 22:00:00,PMP-042,51.8,3.25,10.7
2024-03-16 23:00:00,PMP-042,55.4,3.45,10.5
2024-03-17 00:00:00,PMP-042,52.2,3.7,10.3
2024-03-17 01:00:00,PMP-042,57.1,3.52,10.6
2024-03-17 02:00:00,PMP-042,54.7,2.59,10.4
2024-03-17 03:00:00,PMP-042,56.8,3.59,10.4
2024-03-17 04:00:00,PMP-042,58.6,2.36,11.0
2024-03-17 05:00:00,PMP-042,58.1,2.74,11.5
2024-03-17 06:00:00,PMP-042,55.4,3.3,11.2
2024-03-17 07:00:00,PMP-042,60.0,3.37,11.1
2024-03-17 08:00:00,PMP-042,54.3,2.96,10.9
2024-03-17 09:00:00,PMP-042,58.2,3.11,10.8
2024-03-17 10:00:00,PMP-042,54.6,3.35,11.0
2024-03-17 11:00:00,PMP-042,53.7,2.86,11.3
2024-03-17 12:00:00,PMP-042,55.8,3.45,11.6
2024-03-17 13:00:00,PMP-042,52.5,3.5,10.2
2024-03-17 14:00:00,PMP-042,54.0,2.83,10.3
2024-03-17 15:00:00,PMP-042,53.4,3.7,10.5
2024-03-17 16:00:00,PMP-042,52.2,1.91,10.8
2024-03-17 17:00:00,PMP-042,54.6,3.54,10.3
2024-03-17 18:00:00,PMP-042,52.6,3.65,10.4
2024-03-17 19:00:00,PMP-042,48.9,3.19,10.9
2024-03-17 20:00:00,PMP-042,49.8,3.58,10.8
2024-03-17 21:00:00,PMP-042,51.5,2.77,11.0
2024-03-17 22:00:00,PMP-042,52.7,3.61,9.8
2024-03-17 23:00:00,PMP-042,51.7,3.61,9.9
2024-03-18 00:00:00,PMP-042,56.4,2.99,9.9
2024-03-18 01:00:00,PMP-042,54.8,3.43,11.6
2024-03-18 02:00:00,PMP-042,56.6,2.87,10.4
2024-03-18 03:00:00,PMP-042,53.0,3.93,11.2
2024-03-18 04:00:00,PMP-042,58.1,3.16,11.4
2024-03-18 05:00:00,PMP-042,56.8,3.31,10.5
2024-03-18 06:00:00,PMP-042,58.2,3.06,10.8
2024-03-18 07:00:00,PMP-042,55.9,2.71,11.6
2024-03-18 08:00:00,PMP-042,56.2,2.72,10.8
2024-03-18 09:00:00,PMP-042,58.7,3.56,10.4
2024-03-18 10:00:00,PMP-042,56.5,2.78,10.3
2024-03-18 11:00:00,PMP-042,56.6,3.35,11.7
2024-03-18 12:00:00,PMP-042,58.2,3.34,9.8
2024-03-18 13:00:00,PMP-042,56.7,3.73,10.3
2024-03-18 14:00:00,PMP-042,51.8,3.13,11.5
2024-03-18 15:00:00,PMP-042,55.8,3.92,10.0
2024-03-18 16:00:00,PMP-042,52.3,3.32,11.0
2024-03-18 17:00:00,PMP-042,48.0,2.65,9.6
2024-03-18 18:00:00,PMP-042,50.3,3.3,10.6
2024-03-18 19:00:00,PMP-042,53.3,3.7,10.6
2024-03-18 20:00:00,PMP-042,54.4,3.15,10.3
2024-03-18 21:00:00,PMP-042,48.6,2.94,9.2
2024-03-18 22:00:00,PMP-042,53.3,3.32,10.3
2024-03-18 23:00:00,PMP-042,52.0,3.82,10.7
2024-03-19 00:00:00,PMP-042,55.6,3.26,9.7
2024-03-19 01:00:00,PMP-042,53.7,3.43,10.7
2024-03-19 02:00:00,PMP-042,55.2,3.73,10.9
2024-03-19 03:00:00,PMP-042,58.7,3.04,10.3
2024-03-19 04:00:00,PMP-042,56.1,2.63,10.0
2024-03-19 05:00:00,PMP-042,58.9,2.9,11.3
2024-03-19 06:00:00,PMP-042,59.5,2.93,10.6
2024-03-19 07:00:00,PMP-042,56.7,3.44,11.9
2024-03-19 08:00:00,PMP-042,57.3,4.22,10.3
2024-03-19 09:00:00,PMP-042,57.4,3.81,11.2
2024-03-19 10:00:00,PMP-042,56.6,3.68,10.5
2024-03-19 11:00:00,PMP-042,55.7,3.61,10.9
2024-03-19 12:00:00,PMP-042,53.4,3.59,11.0
2024-03-19 13:00:00,PMP-042,53.1,2.89,10.8
2024-03-19 14:00:00,PMP-042,53.2,3.11,10.6
2024-03-19 15:00:00,PMP-042,52.0,3.61,10.5
2024-03-19 16:00:00,PMP-042,51.9,3.22,11.7
2024-03-19 17:00:00,PMP-042,54.6,3.55,10.5
2024-03-19 18:00:00,PMP-042,52.4,3.13,10.5
2024-03-19 19:00:00,PMP-042,53.5,3.21,10.4
2024-03-19 20:00:00,PMP-042,52.1,3.14,9.9
2024-03-19 21:00:00,PMP-042,51.0,3.09,10.7
2024-03-19 22:00:00,PMP-042,55.0,3.3,9.3
2024-03-19 23:00:00,PMP-042,55.0,3.95,9.8
2024-03-20 00:00:00,PMP-042,51.6,3.43,10.1
2024-03-20 01:00:00,PMP-042,56.1,2.92,11.1
2024-03-20 02:00:00,PMP-042,59.1,3.32,10.4
2024-03-20 03:00:00,PMP-042,59.7,3.4,10.6
2024-03-20 04:00:00,PMP-042,53.4,2.89,10.6
2024-03-20 05:00:00,PMP-042,57.1,3.64,11.1
2024-03-20 06:00:00,PMP-042,60.2,3.72,10.4
2024-03-20 07:00:00,PMP-042,59.3,3.54,10.8
2024-03-20 08:00:00,PMP-042,57.3,3.46,10.8
2024-03-20 09:00:00,PMP-042,57.7,2.96,11.5
2024-03-20 10:00:00,PMP-042,56.2,2.79,11.4
2024-03-20 11:00:00,PMP-042,56.1,3.68,10.7
2024-03-20 12:00:00,PMP-042,56.5,3.18,10.7
2024-03-20 13:00:00,PMP-042,57.2,2.86,11.2
2024-03-20 14:00:00,PMP-042,56.0,2.77,10.3
2024-03-20 15:00:00,PMP-042,55.1,3.33,10.7
2024-03-20 16:00:00,PMP-042,51.4,3.15,9.7
2024-03-20 17:00:00,PMP-042,47.7,2.94,9.8
2024-03-20 18:00:00,PMP-042,52.0,3.03,11.1
2024-03-20 19:00:00,PMP-042,49.9,3.36,10.6
2024-03-20 20:00:00,PMP-042,55.1,3.3,10.7
2024-03-20 21:00:00,PMP-042,53.7,3.12,11.0
2024-03-20 22:00:00,PMP-042,55.5,3.35,11.7
2024-03-20 23:00:00,PMP-042,51.0,4.05,10.3
2024-03-21 00:00:00,PMP-042,53.3,2.75,10.5
2024-03-21 01:00:00,PMP-042,59.3,3.26,10.8
2024-03-21 02:00:00,PMP-042,55.0,3.12,12.1
2024-03-21 03:00:00,PMP-042,54.9,3.33,9.9
2024-03-21 04:00:00,PMP-042,58.7,3.11,11.1
2024-03-21 05:00:00,PMP-042,57.3,3.34,11.4
2024-03-21 06:00:00,PMP-042,56.0,3.39,11.6
2024-03-21 07:00:00,PMP-042,59.8,2.57,11.5
2024-03-21 08:00:00,PMP-042,57.8,3.6,11.5
2024-03-21 09:00:00,PMP-042,57.3,3.68,10.0
2024-03-21 10:00:00,PMP-042,62.6,3.11,10.7
2024-03-21 11:00:00,PMP-042,54.3,3.57,9.9
2024-03-21 12:00:00,PMP-042,54.5,3.26,10.7
2024-03-21 13:00:00,PMP-042,56.7,3.72,10.0
2024-03-21 14:00:00,PMP-042,54.8,2.76,9.8
2024-03-21 15:00:00,PMP-042,51.2,3.22,10.6
2024-03-21 16:00:00,PMP-042,52.3,3.49,10.2
2024-03-21 17:00:00,PMP-042,57.4,3.27,11.2
2024-03-21 18:00:00,PMP-042,51.9,3.39,10.5
2024-03-21 19:00:00,PMP-042,53.3,3.13,10.0
2024-03-21 20:00:00,PMP-042,53.7,3.05,9.7
2024-03-21 21:00:00,PMP-042,56.4,3.23,10.6
2024-03-21 22:00:00,PMP-042,56.9,3.17,10.3
2024-03-21 23:00:00,PMP-042,56.4,3.18,10.6
2024-03-22 00:00:00,PMP-042,56.6,3.02,10.6
2024-03-22 01:00:00,PMP-042,55.5,3.29,11.1
2024-03-22 02:00:00,PMP-042,56.6,3.34,10.4
2024-03-22 03:00:00,PMP-042,56.0,3.34,11.6
2024-03-22 04:00:00,PMP-042,57.6,3.0,10.3
2024-03-22 05:00:00,PMP-042,56.8,2.83,11.0
2024-03-22 06:00:00,PMP-042,59.6,3.27,11.0
2024-03-22 07:00:00,PMP-042,61.9,3.76,10.4
2024-03-22 08:00:00,PMP-042,62.3,3.53,11.0
2024-03-22 09:00:00,PMP-042,58.4,2.88,11.0
2024-03-22 10:00:00,PMP-042,55.1,3.23,10.8
2024-03-22 11:00:00,PMP-042,53.8,3.69,11.1
2024-03-22 12:00:00,PMP-042,54.7,3.44,10.7
2024-03-22 13:00:00,PMP-042,53.7,2.89,10.0
2024-03-22 14:00:00,PMP-042,58.2,2.67,10.4
2024-03-22 15:00:00,PMP-042,52.0,3.24,11.1
2024-03-22 16:00:00,PMP-042,52.5,3.07,10.4
2024-03-22 17:00:00,PMP-042,51.0,3.98,9.9
2024-03-22 18:00:00,PMP-042,53.8,3.84,9.8
2024-03-22 19:00:00,PMP-042,52.2,2.92,11.6
2024-03-22 20:00:00,PMP-042,56.3,2.72,10.7
2024-03-22 21:00:00,PMP-042,55.6,3.33,10.2
2024-03-22 22:00:00,PMP-042,53.4,3.17,10.7
2024-03-22 23:00:00,PMP-042,58.2,3.02,10.4
2024-03-23 00:00:00,PMP-042,57.3,3.2,10.8
2024-03-23 01:00:00,PMP-042,58.2,2.78,10.9
2024-03-23 02:00:00,PMP-042,57.3,3.7,10.1
2024-03-23 03:00:00,PMP-042,55.8,2.95,9.8
2024-03-23 04:00:00,PMP-042,58.7,3.66,11.0
2024-03-23 05:00:00,PMP-042,61.0,3.66,10.7
2024-03-23 06:00:00,PMP-042,59.4,3.42,10.3
2024-03-23 07:00:00,PMP-042,61.2,3.19,11.3
2024-03-23 08:00:00,PMP-042,60.5,3.31,10.7
2024-03-23 09:00:00,PMP-042,55.1,3.14,10.8
2024-03-23 10:00:00,PMP-042,55.5,4.11,11.0
2024-03-23 11:00:00,PMP-042,55.5,3.38,11.5
2024-03-23 12:00:00,PMP-042,59.0,3.32,11.1
2024-03-23 13:00:00,PMP-042,56.3,3.64,9.9
2024-03-23 14:00:00,PMP-042,54.6,3.93,9.8
2024-03-23 15:00:00,PMP-042,56.3,3.88,10.5
2024-03-23 16:00:00,PMP-042,49.5,3.23,10.7
2024-03-23 17:00:00,PMP-042,51.7,3.23,10.6
2024-03-23 18:00:00,PMP-042,52.8,3.21,10.7
2024-03-23 19:00:00,PMP-042,49.1,2.6,10.3
2024-03-23 20:00:00,PMP-042,50.0,3.44,10.5
2024-03-23 21:00:00,PMP-042,51.6,3.2,10.9
2024-03-23 22:00:00,PMP-042,55.2,2.77,9.9
2024-03-23 23:00:00,PMP-042,55.1,3.34,9.5
2024-03-24 00:00:00,PMP-042,56.7,3.16,10.1
2024-03-24 01:00:00,PMP-042,59.2,2.94,11.4
2024-03-24 02:00:00,PMP-042,58.1,3.2,11.5
2024-03-24 03:00:00,PMP-042,58.9,3.57,11.2
2024-03-24 04:00:00,PMP-042,56.5,2.35,9.7
2024-03-24 05:00:00,PMP-042,61.7,2.61,10.7
2024-03-24 06:00:00,PMP-042,54.7,2.33,11.5
2024-03-24 07:00:00,PMP-042,60.9,3.64,11.0
2024-03-24 08:00:00,PMP-042,60.8,3.31,11.0
2024-03-24 09:00:00,PMP-042,56.8,4.0,11.5
2024-03-24 10:00:00,PMP-042,55.9,3.59,10.5
2024-03-24 11:00:00,PMP-042,55.7,3.15,10.6
2024-03-24 12:00:00,PMP-042,56.4,3.68,10.3
2024-03-24 13:00:00,PMP-042,53.3,3.39,9.8
2024-03-24 14:00:00,PMP-042,59.5,3.21,10.0
2024-03-24 15:00:00,PMP-042,50.9,2.99,10.9
2024-03-24 16:00:00,PMP-042,53.9,3.35,10.7
2024-03-24 17:00:00,PMP-042,54.0,4.33,11.1
2024-03-24 18:00:00,PMP-042,53.2,3.28,10.6
2024-03-24 19:00:00,PMP-042,49.4,4.03,10.8
2024-03-24 20:00:00,PMP-042,55.1,3.78,10.6
2024-03-24 21:00:00,PMP-042,56.2,2.77,10.7
2024-03-24 22:00:00,PMP-042,55.1,3.38,10.5
2024-03-24 23:00:00,PMP-042,57.8,3.49,10.2
2024-03-25 00:00:00,PMP-042,52.4,3.89,10.8
2024-03-25 01:00:00,PMP-042,57.8,3.22,10.7
2024-03-25 02:00:00,PMP-042,59.7,2.67,10.6
2024-03-25 03:00:00,PMP-042,56.7,2.96,9.9
2024-03-25 04:00:00,PMP-042,61.7,3.85,11.1
2024-03-25 05:00:00,PMP-042,58.3,3.61,11.3
2024-03-25 06:00:00,PMP-042,59.2,3.05,10.7
2024-03-25 07:00:00,PMP-042,57.2,3.58,10.1
2024-03-25 08:00:00,PMP-042,59.8,3.33,11.3
2024-03-25 09:00:00,PMP-042,58.4,3.62,10.3
2024-03-25 10:00:00,PMP-042,60.1,3.52,9.8
2024-03-25 11:00:00,PMP-042,56.2,2.87,10.5
2024-03-25 12:00:00,PMP-042,57.9,3.4,10.3
2024-03-25 13:00:00,PMP-042,54.2,3.58,10.2
2024-03-25 14:00:00,PMP-042,56.1,3.46,10.7
2024-03-25 15:00:00,PMP-042,51.3,2.81,10.1
2024-03-25 16:00:00,PMP-042,54.1,3.24,9.0
2024-03-25 17:00:00,PMP-042,49.0,2.75,10.5
2024-03-25 18:00:00,PMP-042,55.5,3.53,11.1
2024-03-25 19:00:00,PMP-042,51.9,3.24,10.1
2024-03-25 20:00:00,PMP-042,51.7,3.45,11.1
2024-03-25 21:00:00,PMP-042,54.6,2.75,11.3
2024-03-25 22:00:00,PMP-042,53.4,3.52,11.3
2024-03-25 23:00:00,PMP-042,58.0,3.6,11.1
2024-03-26 00:00:00,PMP-042,54.9,2.59,10.8
2024-03-26 01:00:00,PMP-042,53.7,3.62,12.0
2024-03-26 02:00:00,PMP-042,59.2,2.93,10.8
2024-03-26 03:00:00,PMP-042,59.5,3.43,10.4
2024-03-26 04:00:00,PMP-042,59.1,3.16,10.6
2024-03-26 05:00:00,PMP-042,57.7,4.09,10.7
2024-03-26 06:00:00,PMP-042,57.3,2.85,10.7
2024-03-26 07:00:00,PMP-042,59.5,3.65,10.6
2024-03-26 08:00:00,PMP-042,59.4,3.43,10.2
2024-03-26 09:00:00,PMP-042,58.3,3.65,11.0
2024-03-26 10:00:00,PMP-042,57.0,3.03,10.1
2024-03-26 11:00:00,PMP-042,56.8,3.44,10.3
2024-03-26 12:00:00,PMP-042,58.7,3.23,11.0
2024-03-26 13:00:00,PMP-042,57.4,2.88,10.5
2024-03-26 14:00:00,PMP-042,55.3,3.66,10.9
2024-03-26 15:00:00,PMP-042,54.6,3.82,10.1
2024-03-26 16:00:00,PMP-042,51.2,3.16,10.8
2024-03-26 17:00:00,PMP-042,51.4,3.53,10.3
2024-03-26 18:00:00,PMP-042,53.6,3.67,11.1
2024-03-26 19:00:00,PMP-042,53.3,3.75,10.1
2024-03-26 20:00:00,PMP-042,53.3,3.28,10.7
2024-03-26 21:00:00,PMP-042,55.1,3.29,9.5
2024-03-26 22:00:00,PMP-042,53.5,4.03,10.1
2024-03-26 23:00:00,PMP-042,56.6,3.8,9.4
2024-03-27 00:00:00,PMP-042,61.0,3.7,10.9
2024-03-27 01:00:00,PMP-042,59.3,4.17,10.8
2024-03-27 02:00:00,PMP-042,57.9,3.87,10.7
2024-03-27 03:00:00,PMP-042,54.2,3.61,11.1
2024-03-27 04:00:00,PMP-042,57.0,3.86,11.4
2024-03-27 05:00:00,PMP-042,60.2,3.03,11.1
2024-03-27 06:00:00,PMP-042,59.9,2.81,11.5
2024-03-27 07:00:00,PMP-042,58.7,3.27,10.5
2024-03-27 08:00:00,PMP-042,57.7,3.25,11.4
2024-03-27 09:00:00,PMP-042,59.8,3.41,11.4
2024-03-27 10:00:00,PMP-042,55.7,3.37,11.1
2024-03-27 11:00:00,PMP-042,53.2,2.82,10.6
2024-03-27 12:00:00,PMP-042,58.3,3.49,10.7
2024-03-27 13:00:00,PMP-042,56.1,3.65,10.1
2024-03-27 14:00:00,PMP-042,52.0,3.35,10.8
2024-03-27 15:00:00,PMP-042,51.0,3.35,10.8
2024-03-27 16:00:00,PMP-042,51.1,3.44,10.4
2024-03-27 17:00:00,PMP-042,52.7,3.43,10.8
2024-03-27 18:00:00,PMP-042,54.7,3.52,10.2
2024-03-27 19:00:00,PMP-042,52.1,3.83,11.6
2024-03-27 20:00:00,PMP-042,51.2,3.69,10.7
2024-03-27 21:00:00,PMP-042,49.5,3.57,10.4
2024-03-27 22:00:00,PMP-042,52.7,3.22,11.3
2024-03-27 23:00:00,PMP-042,52.5,3.61,11.4
2024-03-28 00:00:00,PMP-042,57.5,3.68,11.3
2024-03-28 01:00:00,PMP-042,60.4,3.65,11.1
2024-03-28 02:00:00,PMP-042,58.8,3.82,10.8
2024-03-28 03:00:00,PMP-042,60.0,3.15,10.5
2024-03-28 04:00:00,PMP-042,54.7,3.23,10.3
2024-03-28 05:00:00,PMP-042,61.2,3.06,10.9
